date_found,category,level,city,organization,department,job_title,requirements,posted_date,deadline,application_route,source_url,source_type,evidence,suitability_reason,risks,key_hash,status
2026-06-09,今日新发现,B,,吉林大学,中国健康教育中心,国家卫生健康委直属和联系单位2026年度公开招聘人员公告 - 吉林大学就业网,公共卫生 / 预防医学,,,见来源链接,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=6082f08a53a24174a0c5ece85d287c26,university_hr_official,10 | 中国健康教育中心 | 报刊管理部 | 《中国健康教育》杂志编辑岗 | 92110103 | 专业技术岗 | 十级及以下 | 国内高校应届生 | 1 | 公共卫生与预防医学类（1004），公共卫生类（1053），临床医学类（1002、1051），社会医学与卫生事业管理（120402），护理学类（1011），护理类（1054） | 硕士研究生及以上 | 京外户口，符合进京落户条件 | 1.政治素质较高，保密意识强，责任心强，具有团队合作精神；2.具备良好的口头表达、文字写作及计算机应用能力。 | 聘在专技十级岗位的应具有博士学历学位。,公共卫生 / 预防医学 / 博士要求/博士通道 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,命中历史已投/已搜索单位,80d69ccc2c,excluded
2026-06-09,今日新发现,B,北京,吉林大学,具备哲学社会科,1.具备哲学社会科学研究、自然科学研究、高等学校教师、统计系列中级及以上职称；2.政治素质较高，保密意识强，责任心强，具有团队合作精神；3.具备良好的口头表达、文,公共卫生 / 预防医学,,,见来源链接,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=6082f08a53a24174a0c5ece85d287c26,university_hr_official,14 | 中国健康教育中心 | 监测与评估部 | 监测技术岗 | 92110107 | 专业技术岗 | 中级 | 社会人员 | 1 | 应用统计类（0252），社会学类（0303），统计学类（0714），公共卫生与预防医学类（1004），公共卫生类（1053），心理学类（0402），应用心理类（0454） | 硕士研究生及以上 | 北京市常住户口 | 1.具备哲学社会科学研究、自然科学研究、高等学校教师、统计系列中级及以上职称；2.政治素质较高，保密意识强，责任心强，具有团队合作精神；3.具备良好的口头表达、文字写作及计算机应用能力；4.具有大模型、大数据技术或相关工作经验者同等条件下优先。 | 符合在京落户政策条件的博士后出站人员亦可应聘。,公共卫生 / 预防医学 / 目标岗位类型 / 博士要求/博士通道 / 2026发布/招聘 / 官方/单位来源 / 含博士后需区分,命中历史已投/已搜索单位；命中硬排重基线,63235c3902,excluded
2026-06-09,今日新发现,B,北京,吉林大学,哲学社会科,具备卫生、哲学社会科学研究、自然科学研究、高等学校教师系列中级及以上职称；2.政治素质较高，保密意识强，责任心强，具有团队合作精神；3.具备良好的口头表达、文字写作,博士/博士研究生,,,见来源链接,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=6082f08a53a24174a0c5ece85d287c26,university_hr_official,15 | 中国健康教育中心 | 科教与国际合作处 | 科研教学岗 | 92110108 | 专业技术岗 | 中级 | 社会人员 | 1 | 医学（10），教育学类（0401），社会学类（0303），新闻传播学类（0503），新闻与传播类（0552） | 硕士研究生及以上 | 北京市常住户口 | 1.具备卫生、哲学社会科学研究、自然科学研究、高等学校教师系列中级及以上职称；2.政治素质较高，保密意识强，责任心强，具有团队合作精神；3.具备良好的口头表达、文字写作及计算机应用能力；4.具有科研教学管理相关工作经验者同等条件下优先。 | 符合在京落户政策条件的博士后出站人员亦可应聘。,目标岗位类型 / 博士要求/博士通道 / 2026发布/招聘 / 官方/单位来源 / 含博士后需区分,命中历史已投/已搜索单位；命中硬排重基线,ffea33da78,excluded
2026-06-09,今日新发现,B,,吉林大学,国家卫健委统计信息中心,国家卫生健康委直属和联系单位2026年度公开招聘人员公告 - 吉林大学就业网,公共卫生 / 预防医学,,,见来源链接,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=6082f08a53a24174a0c5ece85d287c26,university_hr_official,18 | 国家卫健委统计信息中心 | 调查评价处 | 调查研究与数据分析利用岗 | 92010102 | 专业技术岗 | 十级 | 国内高校应届生 | 1 | 理论经济学类（0201），应用经济学类（0202），公共卫生与预防医学类（1004），公共管理类（1204） | 博士研究生 | 京外户口，符合进京落户条件 | 1.具有较强的研究分析能力；2.熟练掌握SAS\STAT\R等至少一种分析软件。 |,公共卫生 / 预防医学 / 博士要求/博士通道 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,命中历史已投/已搜索单位,9ac83515a3,excluded
2026-06-09,今日新发现,B,北京,吉林大学,国家卫生健康委项目资金监管服务中心,国家卫生健康委直属和联系单位2026年度公开招聘人员公告 - 吉林大学就业网,公共卫生 / 预防医学,,,见来源链接,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=6082f08a53a24174a0c5ece85d287c26,university_hr_official,25 | 国家卫生健康委项目资金监管服务中心 | 国际项目一处 | 项目评价岗 | 92020102 | 管理岗 | 七级及以下 | 社会人员 | 1 | 公共卫生与预防医学类（1004），社会医学与卫生事业管理（120402），公共卫生类（1053） | 硕士研究生及以上 | 北京市常住户口 | 1.至少1年相关工作经验；2.专业基础扎实，逻辑思维清晰，具有扎实的文字表达能力和良好的语言表达能力；3.具有履行职责需要的身体素质，能够并有意愿承担较重的加班、出差任务。 |,公共卫生 / 预防医学 / 2026发布/招聘 / 官方/单位来源,命中历史已投/已搜索单位,f1f354e6e1,excluded
2026-06-09,今日新发现,B,北京,吉林大学,国家卫生健康委医疗管理服务指导中心,国家卫生健康委直属和联系单位2026年度公开招聘人员公告 - 吉林大学就业网,公共卫生 / 预防医学 / 药学,,,见来源链接,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=6082f08a53a24174a0c5ece85d287c26,university_hr_official,27 | 国家卫生健康委医疗管理服务指导中心 | 管理部门 | 医疗质量管理岗 | 92050102 | 管理岗 | 七级 | 社会人员 | 1 | 临床医学类（1002、1051），公共卫生与预防医学类（1004），药学类（1007、1055），公共卫生类（1053），社会医学与卫生事业管理（120402） | 博士研究生 | 北京市常住户口 | 1.需具有医学背景或医学相关研究经历；2.发表过高水平论文/熟悉病案首页编码规则和质控要求/有相关工作经历者，同等条件下优先；3.有较好的沟通协调能力，具备较强的口头表达、文字写作和学习研究能力；4.熟悉掌握卫生健康领域相关政策，具备一定的统计学基础，熟练掌握各类常用办公软件。 | 参照中心同等人员确定岗位等级。博士研究生需为统招生。符合在京落户政策条件的博士后出站人员亦可应聘。,公共卫生 / 预防医学 / 药学 / 博士要求/博士通道 / 2026发布/招聘 / 官方/单位来源 / 含博士后需区分,命中历史已投/已搜索单位,2319eaba08,excluded
2026-06-09,今日新发现,B,,吉林大学,国家卫生健康委医院管理研究所,国家卫生健康委直属和联系单位2026年度公开招聘人员公告 - 吉林大学就业网,公共卫生 / 预防医学,,,见来源链接,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=6082f08a53a24174a0c5ece85d287c26,university_hr_official,29 | 国家卫生健康委医院管理研究所 | 医院评审评价研究部 | 专业技术岗位 | 92140101 | 专业技术岗 | 十二级 | 国内高校应届生 | 1 | 临床医学类（1002），公共卫生与预防医学类（1004），社会医学与卫生事业管理（120402） | 硕士研究生及以上 | 京外户口，符合进京落户条件 | 1.较强的语言表达能力，良好的人际沟通能力、组织协调能力；2.良好的文字表达能力及报告撰写经验；3.熟练的数据分析及处理能力；4.良好的英文文献查找及阅读能力。 |,公共卫生 / 预防医学 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,命中历史已投/已搜索单位,8e6756e81f,excluded
2026-06-09,今日新发现,B,北京,吉林大学,国家卫生健康委职业安全卫生研究中心,国家卫生健康委直属和联系单位2026年度公开招聘人员公告 - 吉林大学就业网,公共卫生 / 预防医学,,,见来源链接,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=6082f08a53a24174a0c5ece85d287c26,university_hr_official,32 | 国家卫生健康委职业安全卫生研究中心 | 职业卫生检测与评价室 | 职业卫生评价 | 92080103 | 专业技术岗 | 十二级 | 国内高校应届生 | 1 | 公共卫生与预防医学类（1004），公共卫生类（1053） | 硕士研究生 | 北京市常住户口 | 无。 |,公共卫生 / 预防医学 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,命中历史已投/已搜索单位,6daf5d0c1f,excluded
2026-06-09,今日新发现,B,,吉林大学,,国家卫生健康委直属和联系单位2026年度公开招聘人员公告 - 吉林大学就业网,公共卫生 / 预防医学 / 药学,,,见来源链接,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=6082f08a53a24174a0c5ece85d287c26,university_hr_official,45 | 健康报社有限公司 | 行业发展采编部 | 记者编辑岗 | 92040101 | 专业技术岗 | 无 | 国内高校应届生 | 1 | 新闻传播学类（0503），新闻与传播类（0552），中国语言文学类（0501），公共卫生与预防医学类（1004），药学类（1007），护理学类（1011） | 硕士研究生 | 京外户口，符合进京落户条件 | 无。 | 招聘单位为国有企业单位。聘用人员与企业签订劳动合同，享受企业人员薪资和待遇。,公共卫生 / 预防医学 / 药学 / 2026发布/招聘 / 校招/应届 / 薪资/待遇潜力 / 官方/单位来源,命中历史已投/已搜索单位,79c588419d,excluded
2026-06-09,今日新发现,B,,吉林大学,医学教育中心,国家卫生健康委直属和联系单位2026年度公开招聘人员公告 - 吉林大学就业网,基础医学 / 公共卫生 / 预防医学,,,见来源链接,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=6082f08a53a24174a0c5ece85d287c26,university_hr_official,57 | 人民卫生出版社有限公司 | 医学教育中心高等医学教育部 | 医学编辑 | 92030104 | 专业技术岗 | 无 | 国内高校应届生 | 1 | 基础医学类（1001），临床医学类（1002、1051），口腔医学类（1003、1052），公共卫生与预防医学类（1004、1053），中西医结合类（1006），法医学类（1012） | 硕士研究生及以上 | 京外户口，符合进京落户条件 | 无。 |,基础医学 / 公共卫生 / 预防医学 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,命中历史已投/已搜索单位,932088daad,excluded
2026-06-09,今日新发现,B,,吉林大学,医学学术编辑中心（期刊编辑出版中心,国家卫生健康委直属和联系单位2026年度公开招聘人员公告 - 吉林大学就业网,基础医学 / 公共卫生 / 预防医学,,,见来源链接,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=6082f08a53a24174a0c5ece85d287c26,university_hr_official,61 | 人民卫生出版社有限公司 | 医学学术编辑中心（期刊编辑出版中心）期刊编辑部 | 医学编辑 | 92030108 | 专业技术岗 | 无 | 国内高校应届生 | 1 | 临床医学类（1002、1051），公共卫生与预防医学类（1004、1053），基础医学类（1001） | 硕士研究生及以上 | 京外户口，符合进京落户条件 | 无。 |,基础医学 / 公共卫生 / 预防医学 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,命中历史已投/已搜索单位,b7bee1f254,excluded
2026-06-09,今日新发现,B,,吉林大学,药学中心,国家卫生健康委直属和联系单位2026年度公开招聘人员公告 - 吉林大学就业网,药学,,,见来源链接,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=6082f08a53a24174a0c5ece85d287c26,university_hr_official,62 | 人民卫生出版社有限公司 | 药学中心 | 医学编辑 | 92030109 | 专业技术岗 | 无 | 国内高校应届生 | 1 | 药学类（1007、1055） | 硕士研究生及以上 | 京外户口，符合进京落户条件 | 无。 |,药学 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,命中历史已投/已搜索单位,598e50a058,excluded
2026-06-09,今日新发现,B,,吉林大学,综合部门,国家卫生健康委直属和联系单位2026年度公开招聘人员公告 - 吉林大学就业网,公共卫生,,,见来源链接,https://jdjyw.jlu.edu.cn/portal/recruit/details?id=6082f08a53a24174a0c5ece85d287c26,university_hr_official,65 | 中国人口与健康出版社有限公司 | 综合部门 | 卫生管理岗 | 92120103 | 专业技术岗 | 无 | 国内高校应届生 | 1 | 公共卫生类（1053），流行病与卫生统计学（100401） | 硕士研究生 | 京外户口，符合进京落户条件 | 无。 |,公共卫生 / 2026发布/招聘 / 校招/应届 / 官方/单位来源,命中历史已投/已搜索单位,f50aef9a0f,excluded
2026-06-09,今日新发现,B,北京,sohu.com,普通高等学校本科,【招聘】国家卫生健康委直属和联系单位2026年度公开招聘人员公告_岗位_审查_笔试,博士/博士研究生,2026年6月9,2026年7月31日,招聘系统/网上报名,https://www.sohu.com/a/956539158_121124309,company_or_other,【招聘】国家卫生健康委直属和联系单位2026年度公开招聘人员公告_岗位_审查_笔试  【招聘】国家卫生健康委直属和联系单位2026年度公开招聘人员公告_岗位_审查_笔试 新闻 体育 汽车 房产 旅游 教育 时尚 科技 财经 娱乐 2026年6月9日 社会频道最新文章 社会频道最新文章 【招聘】国家卫生健康委直属和联系单位2026年度公开招聘人员公告 精英者教育 文章 总阅读 查看TA的文章> 【招聘】国家卫生健康委直属和联系单位2026年度公开招聘人员公告 2025-11-20 15:25 发布于： 宁夏回族自治区 按照公开招聘工作有关规定和要求，根据工作需要，国家卫生健康委14家直属和联系单位2026年度拟公开招聘部分工作人员。具体岗位及资格条件等详见《国家卫生健康委直属和联系单位2026年度公开招聘岗位信息表》（附件，以下简称《岗位信息表》）。现将有关事项公告如下： 一、招聘对象及报名条件 （一）招聘对象 1.国内高校应届毕业生：2026年国内高校应届毕业生（不含各类委培生、定向生，含两年择业期内未落实工作单位的高校毕业生），2026年7月31日前取得毕业证、学位证。京外生源须符合人力资源社会保障部有关在京落户要求。 2.社会人员：毕业时已取得与最高学历对应的毕业证、学位证。具有北京市常住户口（不含北京高校学生集体户口）。 因在京单位落户指标及相关政策要求，部分社会招聘岗位允许,博士要求/博士通道 / 2026发布/招聘 / 有效期线索 / 校招/应届 / 官方/单位来源 / 含博士后需区分,博士后或疑似博士后；命中硬排重基线,4646b21084,excluded
